name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"13617, USA",2021-03-31,58.4,38.1,50.8,58.4,36.3,49.8,38.9,67,0.16,,37.5,,1,1,28.9,15.6,214.8,1012.5,41.6,90.1,,,0,,2021-03-31T06:42:47,2021-03-31T19:27:15,0.55,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-01,36.5,23.9,31.6,36.3,12.6,23.6,21.5,68.17,0.13,,33.33,,0.6,1.6,25.8,16.8,311.2,1017.3,48,88.8,,,0,,2021-04-01T06:40:57,2021-04-01T19:28:29,0.6,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-02,36.1,20.7,27.9,28.1,9.1,18.9,4.5,37.5,0,,0,,1.76,2.05,26.7,15,325.4,1023.8,19.2,91.4,,,0,,2021-04-02T06:39:07,2021-04-02T19:29:44,0.65,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-03,46.8,19.5,34.1,41.1,13.7,29.1,13,44.07,0,,0,,0.2,0.77,22.7,14.7,236.8,1024.8,9.4,91.5,,,0,,2021-04-03T06:37:17,2021-04-03T19:30:59,0.7,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-04,55.6,31.3,43.9,55.6,31.3,42.5,24.6,47.93,0,,0,,0,0.13,20.8,10.4,271.1,1020.3,35.4,91.1,,,0,,2021-04-04T06:35:28,2021-04-04T19:32:13,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-05,56.2,35.1,45.8,56.2,29.6,42.6,25.3,47.07,0,,0,,0,0,21.9,12.4,324.5,1018.6,0.4,91,,,0,,2021-04-05T06:33:39,2021-04-05T19:33:28,0.81,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-06,59.1,29.3,44.3,59.1,29.3,43.1,21.4,42.84,0,,0,,0,0,16.1,7.3,271.2,1017.3,0.3,90.9,,,0,,2021-04-06T06:31:51,2021-04-06T19:34:42,0.86,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-07,63.4,33.2,49.6,63.4,33.2,49.6,35.3,59.66,0,,0,,0,0,23,11.4,86.6,1018,5.5,90.9,,,0,,2021-04-07T06:30:03,2021-04-07T19:35:57,0.91,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-08,72.1,41,56.7,72.1,39.3,55.9,41.7,60.93,0.01,,4.17,,0,0,23,11.7,74.2,1017.1,0.3,90.7,,,0,,2021-04-08T06:28:16,2021-04-08T19:37:11,0.94,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-09,71.5,47.1,59.1,71.5,45,58.7,42.8,56.92,0,,0,,0,0,20.9,9.8,154.9,1015.9,26.3,90.8,,,0,,2021-04-09T06:26:29,2021-04-09T19:38:26,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-10,76.7,45.9,60.5,76.7,45.9,60.5,45.4,61,0,,0,,0,0,,6.2,156.2,1011.3,6,90.4,,,0,,2021-04-10T06:24:42,2021-04-10T19:39:41,0.99,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-11,64.8,47.2,55.7,64.8,42.5,54.9,39.9,57.08,0.03,,12.5,,0,0,33.3,15.2,69.3,1003.8,12,89.8,,,0,,2021-04-11T06:22:56,2021-04-11T19:40:55,1,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-12,60,47.2,53.5,60,42.2,52.4,39,58.33,0.2,,62.5,,0,0,36.8,15.1,116.4,1009.1,39.1,90.2,,,0,,2021-04-12T06:21:11,2021-04-12T19:42:10,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-13,62.7,47.2,53.8,62.7,45,53.4,40.4,62.13,0.01,,8.33,,0,0,,7.2,169.3,1017.7,34.6,92,,,0,,2021-04-13T06:19:26,2021-04-13T19:43:24,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-14,63.5,43.1,52.7,63.5,41.7,52.6,41,66.51,0,,0,,0,0,18.3,8.1,251.9,1015.1,31.7,90.7,,,0,,2021-04-14T06:17:42,2021-04-14T19:44:39,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-15,48.8,40.7,46,48.3,36.2,44.1,40.8,82.15,0.6,,83.33,,0.96,0.96,18.3,9.9,192,1007.1,59.1,88.7,,,0,,2021-04-15T06:15:59,2021-04-15T19:45:53,0.05,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-16,45.4,38.6,41.6,40.5,33.5,36.9,36.2,81.44,0.24,,70.83,,0.65,1.61,25.3,15,86.3,1006.6,60.4,91,,,0,,2021-04-16T06:14:16,2021-04-16T19:47:08,0.08,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-17,52,37.7,44.1,52,33.4,42.5,34.3,69.72,0,,0,,0,0.56,,8.3,167.1,1009.7,52.5,90.3,,,0,,2021-04-17T06:12:35,2021-04-17T19:48:22,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-18,56.6,41.3,47.7,56.6,38,46.8,38.9,72.38,0.03,,12.5,,0,0,21.9,9.7,243.6,1008.9,50.1,91.3,,,0,,2021-04-18T06:10:54,2021-04-18T19:49:36,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-19,61.5,40.8,51.1,61.5,38.4,50.4,34.6,57.61,0,,0,,0,0,22.7,15.7,233.8,1008.5,16.7,90.2,,,0,,2021-04-19T06:09:13,2021-04-19T19:50:51,0.21,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-20,51.9,38.6,45.5,51.9,32.9,40.3,30.4,56.36,0.08,,25,,0.8,0.8,34.8,19.9,242,1010.6,57,90.3,,,0,,2021-04-20T06:07:34,2021-04-20T19:52:05,0.26,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-21,37.6,27.4,31.1,31.8,18.2,24.2,22.2,70.5,0.14,,62.5,,2.08,1.94,20.8,10.2,309.9,1011.4,58.8,89.2,,,0,,2021-04-21T06:05:56,2021-04-21T19:53:19,0.31,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-22,41.9,27.1,34,34.4,17.7,25.5,17.2,52.24,0.02,,16.67,,1.13,3.08,31.6,21.1,288.1,1007.8,53.1,87,,,0,,2021-04-22T06:04:18,2021-04-22T19:54:34,0.36,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-23,58,35.1,46.2,58,27.2,42,24.9,44.99,0,,0,,1.89,2.18,29.7,17.1,251.5,1009.8,23.9,90.3,,,0,,2021-04-23T06:02:41,2021-04-23T19:55:48,0.41,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-24,65,42.3,53.3,65,36.2,51.4,31.1,45.18,0,,0,,0,0.66,25.6,16.6,234.3,1010.8,8.8,90.4,,,0,,2021-04-24T06:01:06,2021-04-24T19:57:02,0.45,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-25,57.2,36.5,47.6,57.2,28.2,46.2,34.3,60.87,0,,4.17,,0,0,32.2,20.3,265.2,1007.4,49.5,90.1,,,0,,2021-04-25T05:59:31,2021-04-25T19:58:16,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-26,50.3,31.1,39.1,50.3,21.7,32.1,16.3,41.42,0,,0,,0,0,26.5,16.4,293,1018.6,32.9,91,,,0,,2021-04-26T05:57:58,2021-04-26T19:59:30,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-27,59.1,33.3,46.5,59.1,28.7,45.5,27,48.9,0.05,,4.17,,0,0,,5.6,181.8,1016.9,26.4,91.9,,,0,,2021-04-27T05:56:25,2021-04-27T20:00:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-28,58.9,46.2,50.4,58.9,43.8,49.4,43.5,78.54,0.51,,54.17,,0,0,23,10.2,93.2,1011.5,53.3,89,,,0,,2021-04-28T05:54:54,2021-04-28T20:01:58,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-29,57.5,46.3,51.9,57.5,45,51.6,45.8,80.62,0.05,,29.17,,0,0,,6.1,154.5,1005.7,55.9,89,,,0,,2021-04-29T05:53:24,2021-04-29T20:03:11,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-04-30,51.4,33.2,44.8,51.4,24.6,40.7,41.8,89.29,1.11,,100,,0.8,0.8,31.7,19.7,279,997.6,59.1,86.8,,,0,,2021-04-30T05:51:55,2021-04-30T20:04:24,0.58,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-01,48.3,31.9,39.2,42.9,23.5,32.9,23.7,55.04,0.03,,8.33,,0.48,1.28,23.1,13.6,265.8,1011.5,30.5,90.3,,,0,,2021-05-01T05:50:28,2021-05-01T20:05:37,0.63,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-02,58.2,38.1,48.1,58.2,36.1,46.7,37.8,69.05,0.03,,12.5,,0,0.43,25.3,13.7,247.8,1006.2,25,89.9,,,0,,2021-05-02T05:49:01,2021-05-02T20:06:50,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-03,49.1,43.8,45.6,49.1,38.5,42.2,34.7,65.71,0.05,,20.83,,0,0,21.9,10.2,86.4,1012,52.3,90.5,,,0,,2021-05-03T05:47:36,2021-05-03T20:08:03,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-04,57.1,45.8,51.1,57.1,41.2,49.3,40.2,66.65,0.05,,33.33,,0,0,,10.2,64,1006.7,60.4,90.9,,,0,,2021-05-04T05:46:13,2021-05-04T20:09:15,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-05,51.9,46.8,50.1,51.9,42.7,49.1,45.6,84.7,0.12,,50,,0,0,20.1,9.8,269.8,1006.5,60.1,89.2,,,0,,2021-05-05T05:44:50,2021-05-05T20:10:28,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-06,55.8,40.3,48,55.8,34.5,45.1,30.7,53.31,0,,0,,0,0,23,12.9,293.6,1014.9,31.4,90.7,,,0,,2021-05-06T05:43:29,2021-05-06T20:11:39,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-07,54.9,36.6,46.7,54.9,36.6,46.3,32.8,60.57,0.02,,16.67,,0,0,,8,202.5,1014.3,40.8,90.7,,,0,,2021-05-07T05:42:10,2021-05-07T20:12:51,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-08,50.9,43.4,46.5,50.9,40.8,44.6,40.7,80.33,0.55,,70.83,,0,0,,9.2,259.5,1012.1,52.4,92.2,,,0,,2021-05-08T05:40:52,2021-05-08T20:14:02,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-09,56.7,40,48.2,56.7,35.5,46.5,37,67.67,0.07,,20.83,,0,0,16.1,10.3,275.5,1014,41.5,90.6,,,0,,2021-05-09T05:39:35,2021-05-09T20:15:13,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-10,58.6,43.5,50.8,58.6,41.4,49.5,35.1,57.1,0.03,,8.33,,0,0,26.4,11.5,240,1012.3,53.9,90.5,,,0,,2021-05-10T05:38:21,2021-05-10T20:16:23,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-11,52.3,39.4,45.2,52.3,34.5,40.8,36.5,72.46,0.14,,45.83,,0,0,29.6,14.2,251.4,1014.6,45.7,90.6,,,0,,2021-05-11T05:37:07,2021-05-11T20:17:32,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-12,62.2,41.4,51.3,62.2,37.7,49.6,33.9,57.2,0.01,,8.33,,0,0,21.8,13.1,285.6,1020.6,26.9,91,,,0,,2021-05-12T05:35:56,2021-05-12T20:18:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-13,68.6,38.1,55,68.6,37.1,54.4,31.8,46.11,0,,0,,0,0,19.7,8,257.3,1022.9,8.6,91.4,,,0,,2021-05-13T05:34:46,2021-05-13T20:19:50,0.01,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-14,71.1,45,59.1,71.1,42.2,58.7,34.8,43.08,0,,0,,0,0,29.8,13.8,232.1,1021.7,12.6,91.2,,,0,,2021-05-14T05:33:37,2021-05-14T20:20:58,0.03,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-15,71.6,47.4,59.9,71.6,43.9,59.2,33,38.54,0,,0,,0,0,24,13.5,228.7,1021.9,9.2,91.3,,,0,,2021-05-15T05:32:31,2021-05-15T20:22:06,0.06,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-16,73.1,45.1,60,73.1,43.8,59.7,37.7,46.73,0,,0,,0,0,24.2,9.4,239.4,1022.9,7.4,92.1,,,0,,2021-05-16T05:31:26,2021-05-16T20:23:13,0.09,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-17,75.1,43,61.5,75.1,43,61.5,39,48.16,0,,0,,0,0,21.3,11.6,242,1023.7,3.9,91.4,,,0,,2021-05-17T05:30:23,2021-05-17T20:24:19,0.14,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-18,78.2,54.5,65.4,78.2,54.5,65.4,44.4,48.4,0,,0,,0,0,25.3,13.6,249.8,1024,23,83.4,,,0,,2021-05-18T05:29:22,2021-05-18T20:25:24,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-19,83.3,46.5,66.4,81.4,46.5,66,48.7,58.56,0,,0,,0,0,,7.5,279.5,1026.1,0.2,93.3,,,0,,2021-05-19T05:28:23,2021-05-19T20:26:28,0.23,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-20,84.9,55.4,70.3,83,55.4,70,54.2,60.6,0,,0,,0,0,16.1,8.3,249.4,1027.9,12,91.4,,,0,,2021-05-20T05:27:25,2021-05-20T20:27:32,0.28,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-21,86.7,61.5,74.2,85.3,61.5,73.8,56.2,56.68,0,,0,,0,0,,9.6,210.5,1027.4,8.9,91.7,,,0,,2021-05-21T05:26:30,2021-05-21T20:28:35,0.34,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-22,79.7,65.5,72.6,79.7,65.5,72.6,59.3,63.73,0.01,,4.17,,0,0,25.8,13,239.4,1020,21.7,108.8,,,0,,2021-05-22T05:25:37,2021-05-22T20:29:37,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-23,67.7,52.6,63.1,67.7,52.6,63.1,51.1,67.81,0.03,,8.33,,0,0,26.9,15.6,271.1,1016.8,19.3,112,,,0,,2021-05-23T05:24:45,2021-05-23T20:30:37,0.44,Rain,Clear conditions throughout the day with morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-24,70.2,40.2,56.2,70.2,39.2,56.1,38.5,55.27,0,,0,,0,0,,7.9,164.2,1023.3,1.2,98.5,,,0,,2021-05-24T05:23:56,2021-05-24T20:31:37,0.47,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-25,80.4,49.5,66.8,82.1,48.8,67,56.8,71.19,0,,0,,0,0,26.9,18.1,229,1015.6,19.3,90.8,,,0,,2021-05-25T05:23:08,2021-05-25T20:32:36,0.49,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-26,80.5,65.8,73.5,81.5,65.8,73.6,59.6,61.84,0.07,,8.33,,0,0,32.5,19.3,227.4,1008.7,31.3,90,,,0,,2021-05-26T05:22:23,2021-05-26T20:33:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-27,62.9,44,54.4,62.9,41.7,53.7,35.8,50.4,0,,0,,0,0,24.2,11.6,287.2,1017.7,25.6,91,,,0,,2021-05-27T05:21:39,2021-05-27T20:34:30,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-28,52.2,34.7,43.5,52.2,32,41.6,26.4,52.96,0.02,,16.67,,0,0,,7.4,73.3,1022.2,8.7,91.3,,,0,,2021-05-28T05:20:58,2021-05-28T20:35:25,0.53,Rain,Clear conditions throughout the day with afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-29,63.7,32.7,49.5,63.7,32.7,49.4,28.3,50.78,0,,0,,0,0,26.4,14.9,53.9,1021.4,5.5,87.2,,,0,,2021-05-29T05:20:19,2021-05-29T20:36:19,0.56,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-30,64.5,34,51.5,64.5,34,51.5,35.6,58.12,0,,0,,0,0,20.8,11.2,55.3,1025.1,24.3,91.5,,,0,,2021-05-30T05:19:42,2021-05-30T20:37:12,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-05-31,71.7,41.7,57.3,71.7,41.7,57.2,40.5,58.3,0,,0,,0,0,21.9,9.1,176.4,1022.6,25.8,91.3,,,0,,2021-05-31T05:19:08,2021-05-31T20:38:03,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-06-01,74.5,53.6,63.9,74.5,53.6,63.9,42.3,46.81,0,,0,,0,0,24.1,15.1,233.3,1021,28.2,40.4,,,0,,2021-06-01T05:18:35,2021-06-01T20:38:53,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-06-02,79.4,49.8,66.9,79.4,49.8,66.9,45.6,49.18,0,,0,,0,0,21.9,9.5,221,1020.1,19.7,60.6,,,0,,2021-06-02T05:18:05,2021-06-02T20:39:41,0.76,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-06-03,67.5,57.6,62.9,67.5,57.6,62.9,59.9,89.88,0.66,,54.17,,0,0,,7.4,172,1012.7,43.3,89,,,0,,2021-06-03T05:17:37,2021-06-03T20:40:28,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-06-04,77.2,60.3,67.3,77.2,60.3,67.3,60,79.18,0.02,,4.17,,0,0,27.3,14.5,221.8,1010.1,27,89.9,,,0,,2021-06-04T05:17:11,2021-06-04T20:41:13,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-06-05,78.7,63.7,71.1,78.7,63.7,71.1,60.2,69.23,0.03,,12.5,,0,0,27.7,14,220,1008.3,21.1,90,,,0,,2021-06-05T05:16:48,2021-06-05T20:41:57,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-06-06,86.7,66.3,76,87.5,66.3,76.3,60.7,60.56,0.02,,12.5,,0,0,25.6,16.9,216,1012.7,22.7,90.6,,,0,,2021-06-06T05:16:26,2021-06-06T20:42:39,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-06-07,88.7,66.1,78.3,90.5,66.1,79,62.2,58.65,0.01,,4.17,,0,0,26.4,14.9,218.6,1014.4,5.8,90.7,,,0,,2021-06-07T05:16:07,2021-06-07T20:43:19,0.97,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-06-08,80.7,71.1,75.5,84,71.1,75.9,67.2,75.83,0.03,,16.67,,0,0,24.2,13.9,224.5,1015,10,60.3,,,0,,2021-06-08T05:15:51,2021-06-08T20:43:57,0.99,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-06-09,84.1,58.9,74.4,82.2,58.9,74,55.3,56.92,0,,0,,0,0,23,10.8,219.9,1016.9,17.5,50.1,,,0,,2021-06-09T05:15:36,2021-06-09T20:44:34,1,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71300099999"
"13617, USA",2021-06-10,73,50.4,62.4,73,50.4,62.4,40.9,49.38,0,,0,,0,0,,11,77.7,1019.6,0.4,50.4,,,0,,2021-06-10T05:15:24,2021-06-10T20:45:09,0,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71300099999"
"13617, USA",2021-06-11,73.4,55.3,63.7,73.4,55.3,63.7,48.1,59.32,0.07,,29.17,,0,0,,5.8,112.1,1014.6,45,52.8,,,0,,2021-06-11T05:15:14,2021-06-11T20:45:42,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71300099999"
"13617, USA",2021-06-12,79.3,50.8,65.7,79.3,50.8,65.7,46.7,58.55,0.01,,4.17,,0,0,16.1,6.8,251.7,1011.3,9.9,49.9,,,0,,2021-06-12T05:15:07,2021-06-12T20:46:13,0.02,Rain,Clear conditions throughout the day with early morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71300099999"
"13617, USA",2021-06-13,82.1,50.2,68.3,80.9,50.2,68.1,51.4,58.91,0,,0,,0,0,,8,245.8,1009.9,17.4,49.9,,,0,,2021-06-13T05:15:01,2021-06-13T20:46:42,0.04,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71300099999"
"13617, USA",2021-06-14,73.3,60.1,65.7,73.3,60.1,65.7,59.7,81.51,1.04,,54.17,,0,0,26.4,10.2,208,1006.6,61.2,49.4,,,0,,2021-06-14T05:14:58,2021-06-14T20:47:09,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71300099999"
"13617, USA",2021-06-15,65.5,55.3,61.2,65.5,55.3,61.2,55.1,81.13,0.36,,37.5,,0,0,20.8,12,267.6,1007.9,69.2,49.1,,,0,,2021-06-15T05:14:57,2021-06-15T20:47:34,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71300099999"
"13617, USA",2021-06-16,68.8,47.7,58.7,68.8,47,58.6,40.6,53.18,0.5,,4.17,,0,0,23,13.5,294.6,1012.3,15.3,50.1,,,0,,2021-06-16T05:14:59,2021-06-16T20:47:57,0.16,Rain,Clear conditions throughout the day with afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
